"Perioden";"Regio's";"Bevolking/Bevolkingssamenstelling op 1 januari/Totale bevolking (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Geslacht/Mannen (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Geslacht/Vrouwen (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Inwoners 15 jaar of ouder (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Ongehuwd (in % van  inwoners 15 jaar of ouder)";"Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Gehuwd (in % van  inwoners 15 jaar of ouder)";"Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Gescheiden (in % van  inwoners 15 jaar of ouder)";"Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Verweduwd (in % van  inwoners 15 jaar of ouder)";"Landbouw/Graasdieren/Rundvee (aantal)";"Landbouw/Graasdieren/Schapen (aantal)";"Lokalisering/Gemeenten (aantal)";"Lokalisering/Wijken (aantal)";"Lokalisering/Buurten (aantal)"
"2015";"Ter Aar";;;;;;;;;;;;;
"2016";"Ter Aar";;;;;;;;;;;;;
"2017";"Ter Aar";;;;;;;;;;;;;
"2008";"Aarle-Rixtel";;;;;;;;;;;;;
"2009";"Aarle-Rixtel";;;;;;;;;;;;;
"2010";"Aarle-Rixtel";;;;;;;;;;;;;
"2011";"Aarle-Rixtel";;;;;;;;;;;;;
"2012";"Aarle-Rixtel";;;;;;;;;;;;;
"2013";"Aarle-Rixtel";;;;;;;;;;;;;
"2014";"Aarle-Rixtel";;;;;;;;;;;;;
"2015";"Aarle-Rixtel";;;;;;;;;;;;;
"2016";"Aarle-Rixtel";;;;;;;;;;;;;
"2017";"Aarle-Rixtel";;;;;;;;;;;;;
"2008";"Abcoude";8688;4281;4407;6758;29,2;58,5;6,6;5,7;5607;5348;;1;7
"2009";"Abcoude";8680;4264;4416;6750;29,5;57,9;6,9;5,7;5514;4613;;1;7
"2010";"Abcoude";8764;4293;4471;6857;29,7;57,2;7,6;5,6;5517;3637;;1;7
"2011";"Abcoude";;;;;;;;;;;;;
"2012";"Abcoude";;;;;;;;;;;;;
"2013";"Abcoude";;;;;;;;;;;;;
"2014";"Abcoude";;;;;;;;;;;;;
"2015";"Abcoude";;;;;;;;;;;;;
"2016";"Abcoude";;;;;;;;;;;;;
"2017";"Abcoude";;;;;;;;;;;;;
"2008";"Achtkarspelen";28088;14235;13853;22635;31,4;56,6;5,2;6,8;16018;13631;;3;24
"2009";"Achtkarspelen";28139;14292;13847;22682;31,6;56,2;5,4;6,8;16486;11786;;3;24
"2010";"Achtkarspelen";28088;14265;13823;22611;30,8;55,9;6,3;7;16530;11134;;3;24
"2011";"Achtkarspelen";28123;14270;13853;22655;31,2;55,4;6,4;7;15993;10284;;3;24
"2012";"Achtkarspelen";28091;14263;13828;22672;31,6;54,9;6,5;7;13655;11396;;3;24
"2013";"Achtkarspelen";28110;14281;13829;22700;31,6;54,6;6,7;7;14160;11133;;3;24
"2014";"Achtkarspelen";28016;14255;13761;22666;31,8;54,3;6,9;7,1;14089;9825;;3;24
"2015";"Achtkarspelen";27983;14218;13765;22709;32;53,7;7,2;7,1;14772;10499;;3;24
"2016";"Achtkarspelen";28007;14239;13768;22783;32,4;53,2;7,5;6,9;15499;9482;;3;24
"2017";"Achtkarspelen";27893;14185;13708;22781;32,7;52,5;7,7;7;14656;8735;;3;24
"2008";"Akersloot";;;;;;;;;;;;;
"2009";"Akersloot";;;;;;;;;;;;;
"2010";"Akersloot";;;;;;;;;;;;;
"2011";"Akersloot";;;;;;;;;;;;;
"2012";"Akersloot";;;;;;;;;;;;;
"2013";"Akersloot";;;;;;;;;;;;;
"2014";"Akersloot";;;;;;;;;;;;;
"2015";"Akersloot";;;;;;;;;;;;;
"2016";"Akersloot";;;;;;;;;;;;;
"2017";"Akersloot";;;;;;;;;;;;;
"2008";"Alblasserdam";18718;9118;9600;14831;26;60,2;5,7;8,2;182;358;;1;7
"2009";"Alblasserdam";18839;9222;9617;14947;26,4;60,1;5,5;8;177;368;;1;7
"2010";"Alblasserdam";19014;9291;9723;15116;26,3;59,8;6,2;7,8;188;151;;4;7
"2011";"Alblasserdam";19208;9394;9814;15271;26,6;59,2;6,4;7,8;130;65;;4;7
"2012";"Alblasserdam";19467;9496;9971;15482;26,9;59;6,5;7,6;229;82;;4;7
"2013";"Alblasserdam";19643;9610;10033;15669;27,2;58,7;6,7;7,5;171;85;;6;29
"2014";"Alblasserdam";19801;9693;10108;15808;27,5;58,4;6,8;7,3;124;89;;6;29
"2015";"Alblasserdam";19845;9713;10132;15867;27,5;58,1;7;7,3;176;55;;6;29
"2016";"Alblasserdam";19955;9771;10184;15964;28,1;57,5;7,2;7,2;120;46;;6;29
"2017";"Alblasserdam";20008;9809;10199;16065;28,7;56,8;7,5;7,1;156;26;;6;29
"2008";"Albrandswaard";22453;11209;11244;18123;29,9;57,7;7;5,4;192;586;;2;8
"2009";"Albrandswaard";22974;11494;11480;18549;30,6;56,8;7,2;5,4;197;696;;2;8
"2010";"Albrandswaard";24191;12052;12139;19527;30,8;56,1;7,8;5,3;205;542;;2;8
"2011";"Albrandswaard";24674;12251;12423;19879;30,8;56,1;7,9;5,2;197;501;;3;12
"2012";"Albrandswaard";25003;12388;12615;20141;30,8;55,9;8,1;5,2;196;372;;3;12
"2013";"Albrandswaard";25101;12455;12646;20229;31,1;55,6;8,2;5,1;193;231;;7;26
"2014";"Albrandswaard";25069;12451;12618;20247;31,2;55,1;8,5;5,1;194;271;;7;26
"2015";"Albrandswaard";25148;12525;12623;20322;31,4;54,5;8,9;5,2;192;263;;7;26
"2016";"Albrandswaard";24985;12424;12561;20233;31,6;54,4;8,8;5,2;189;344;;7;26
"2017";"Albrandswaard";25105;12450;12655;20422;32,3;53,7;8,8;5,2;182;278;;7;26
"2008";"Alkemade";14481;7282;7199;11742;32,5;56,5;5,3;5,8;4372;3645;;2;11
"2009";"Alkemade";;;;;;;;;;;;;
"2010";"Alkemade";;;;;;;;;;;;;
"2011";"Alkemade";;;;;;;;;;;;;
"2012";"Alkemade";;;;;;;;;;;;;
"2013";"Alkemade";;;;;;;;;;;;;
"2014";"Alkemade";;;;;;;;;;;;;
"2015";"Alkemade";;;;;;;;;;;;;
"2016";"Alkemade";;;;;;;;;;;;;
"2017";"Alkemade";;;;;;;;;;;;;
"2008";"Alkmaar";93876;46144;47732;78240;38,8;45,4;10;5,8;216;818;;8;51
"2009";"Alkmaar";93416;45928;47488;77995;39,2;45;10;5,8;234;762;;8;51
"2010";"Alkmaar";93861;46225;47636;78466;38,8;44,7;10,6;5,8;235;911;;8;51
"2011";"Alkmaar";93936;46293;47643;78648;38,7;44,8;10,7;5,8;191;763;;8;52
"2012";"Alkmaar";94269;46423;47846;78894;38,9;44,6;10,8;5,7;157;1088;;8;52
"2013";"Alkmaar";94505;46549;47956;79047;38,9;44,6;10,9;5,7;167;898;;8;52
"2014";"Alkmaar";94866;46750;48116;79389;39,1;44,1;11,1;5,7;173;1108;;8;52
"2015";"Alkmaar";107106;52973;54133;89541;38,7;44,9;10,8;5,7;10607;8009;;10;66
"2016";"Alkmaar";107615;53266;54349;90216;39,1;44,3;11;5,6;11219;5916;;10;66
"2017";"Alkmaar";108373;53659;54714;91016;39,6;43,7;11,1;5,6;10551;6498;;11;66
"2008";"Almelo";72287;35904;36383;58682;31,8;53;7,9;7,3;8245;561;;12;68
"2009";"Almelo";72428;35993;36435;58872;32,3;52,5;8;7,3;8447;477;;12;68
"2010";"Almelo";72602;36059;36543;59099;32,1;52;8,7;7,2;8193;350;;12;68
"2011";"Almelo";72599;35990;36609;59117;32,3;51,7;8,8;7,2;7820;379;;12;68
"2012";"Almelo";72757;36089;36668;59298;32,5;51,5;8,9;7,1;6698;1128;;12;68
"2013";"Almelo";72729;36124;36605;59471;32,6;51,2;9,1;7,1;6997;1252;;12;68
"2014";"Almelo";72459;36006;36453;59473;33;50,6;9,4;7;7432;816;;12;68
"2015";"Almelo";72291;35991;36300;59586;33,3;50,2;9,6;6,9;7445;862;;12;68
"2016";"Almelo";72425;36115;36310;59931;34;49,3;9,8;6,9;7601;1043;;12;68
"2017";"Almelo";72479;36165;36314;60251;34,6;48,5;10;6,9;7185;1119;;12;68
"2008";"Almere";183270;90847;92423;142298;37;49,4;10;3,6;1206;57;;6;56
"2009";"Almere";185746;92252;93494;145096;37,6;48,7;10,1;3,6;1305;45;;6;56
"2010";"Almere";188160;93508;94652;147730;37,7;48,1;10,7;3,5;1577;26;;6;63
"2011";"Almere";190655;94639;96016;150163;38,1;47,7;10,7;3,5;1582;25;;6;63
"2012";"Almere";193163;95874;97289;152673;38,6;47,1;10,8;3,5;1782;170;;6;63
"2013";"Almere";195213;96928;98285;154820;38,9;46,7;10,9;3,5;1820;179;;6;66
"2014";"Almere";196013;97238;98775;156193;39,2;46,2;11,1;3,5;1703;241;;6;66
"2015";"Almere";196932;97666;99266;157515;39,5;45,8;11,3;3,5;1749;294;;6;66
"2016";"Almere";198145;98240;99905;159145;39,9;45,4;11,2;3,5;1861;49;;6;66
"2017";"Almere";200914;99673;101241;162034;40,3;45;11,3;3,4;1780;49;;6;66
"2008";"Alphen aan den Rijn";71658;35319;36339;58227;34,3;52,7;7,8;5,2;8000;6204;;11;61
"2009";"Alphen aan den Rijn";72178;35608;36570;58779;34,6;52,4;7,8;5,2;8332;6387;;11;61
"2010";"Alphen aan den Rijn";72534;35767;36767;59138;34,3;52,2;8,4;5,2;8283;6185;;11;61
"2011";"Alphen aan den Rijn";72680;35879;36801;59286;34,3;52;8,5;5,2;8039;6037;;11;61
"2012";"Alphen aan den Rijn";72853;35958;36895;59476;34,3;51,8;8,6;5,2;8200;5816;;11;61
"2013";"Alphen aan den Rijn";72913;36017;36896;59631;34,5;51,5;8,8;5,2;8189;5645;;11;61
"2014";"Alphen aan den Rijn";106785;52979;53806;87497;33,5;52,7;8,3;5,5;15044;8503;;16;87
"2015";"Alphen aan den Rijn";107396;53321;54075;88329;34,1;52;8,4;5,5;15045;7604;;16;87
"2016";"Alphen aan den Rijn";107960;53624;54336;89097;34,4;51,5;8,6;5,5;15063;5489;;16;100
"2017";"Alphen aan den Rijn";108915;54164;54751;90242;34,9;50,9;8,7;5,5;14127;6330;;16;100
"2008";"Alphen en Riel";;;;;;;;;;;;;
"2009";"Alphen en Riel";;;;;;;;;;;;;
"2010";"Alphen en Riel";;;;;;;;;;;;;
"2011";"Alphen en Riel";;;;;;;;;;;;;
"2012";"Alphen en Riel";;;;;;;;;;;;;
"2013";"Alphen en Riel";;;;;;;;;;;;;
"2014";"Alphen en Riel";;;;;;;;;;;;;
"2015";"Alphen en Riel";;;;;;;;;;;;;
"2016";"Alphen en Riel";;;;;;;;;;;;;
"2017";"Alphen en Riel";;;;;;;;;;;;;
"2008";"Alphen-Chaam";9455;4807;4648;7713;27,7;62;4,2;6,1;19210;453;;5;11
"2009";"Alphen-Chaam";9421;4783;4638;7762;28,2;61,3;4,5;5,9;18247;337;;5;11
"2010";"Alphen-Chaam";9436;4783;4653;7814;28,4;60,7;4,9;6;18876;377;;5;11
"2011";"Alphen-Chaam";9466;4800;4666;7871;28,4;60,2;5,1;6,2;18320;339;;5;11
"2012";"Alphen-Chaam";9525;4825;4700;7955;29;59,6;5,2;6,2;16702;289;;5;11
"2013";"Alphen-Chaam";9640;4881;4759;8078;29,5;58,5;5,7;6,3;18307;279;;5;11
"2014";"Alphen-Chaam";9717;4920;4797;8157;29,9;58,1;5,8;6,1;17419;233;;5;11
"2015";"Alphen-Chaam";9753;4951;4802;8206;30;57,5;6,4;6,1;15550;193;;5;11
"2016";"Alphen-Chaam";9924;5058;4866;8395;31,2;56,4;6,5;6;17800;91;;5;11
"2017";"Alphen-Chaam";10058;5121;4937;8508;31,3;56;6,9;5,9;17576;63;;5;11
"2008";"Altena";;;;;;;;;;;;;
"2009";"Altena";;;;;;;;;;;;;
"2010";"Altena";;;;;;;;;;;;;
"2011";"Altena";;;;;;;;;;;;;
"2012";"Altena";;;;;;;;;;;;;
"2013";"Altena";;;;;;;;;;;;;
"2014";"Altena";;;;;;;;;;;;;
"2015";"Altena";;;;;;;;;;;;;
"2016";"Altena";;;;;;;;;;;;;
"2017";"Altena";;;;;;;;;;;;;
"2008";"Ambt Delden";;;;;;;;;;;;;
"2009";"Ambt Delden";;;;;;;;;;;;;
"2010";"Ambt Delden";;;;;;;;;;;;;
"2011";"Ambt Delden";;;;;;;;;;;;;
"2012";"Ambt Delden";;;;;;;;;;;;;
"2013";"Ambt Delden";;;;;;;;;;;;;
"2014";"Ambt Delden";;;;;;;;;;;;;
"2015";"Ambt Delden";;;;;;;;;;;;;
"2016";"Ambt Delden";;;;;;;;;;;;;
"2017";"Ambt Delden";;;;;;;;;;;;;
"2008";"Ambt Montfort";;;;;;;;;;;;;
"2009";"Ambt Montfort";;;;;;;;;;;;;
"2010";"Ambt Montfort";;;;;;;;;;;;;
"2011";"Ambt Montfort";;;;;;;;;;;;;
"2012";"Ambt Montfort";;;;;;;;;;;;;
"2013";"Ambt Montfort";;;;;;;;;;;;;
"2014";"Ambt Montfort";;;;;;;;;;;;;
"2015";"Ambt Montfort";;;;;;;;;;;;;
"2016";"Ambt Montfort";;;;;;;;;;;;;
"2017";"Ambt Montfort";;;;;;;;;;;;;
"2008";"Ameland";3456;1748;1708;2778;30,9;56,3;5,6;7,2;2657;5164;;1;7
"2009";"Ameland";3466;1752;1714;2798;30,6;57,3;5,4;6,7;2557;4963;;1;7
"2010";"Ameland";3501;1759;1742;2835;31;56,1;6,1;6,8;2495;5223;;1;7
"2011";"Ameland";3503;1751;1752;2848;31,2;56,2;5,9;6,7;2409;5123;;1;7
"2012";"Ameland";3526;1753;1773;2869;31,5;55,5;6;7;2108;4620;;1;7
"2013";"Ameland";3525;1750;1775;2877;31,2;55,5;6,2;7,2;2440;4823;;1;7
"2014";"Ameland";3578;1756;1822;2926;32,3;54,5;6;7,1;2489;4018;;1;7
"2015";"Ameland";3590;1764;1826;2940;33,4;53,4;6,1;7,1;2568;3477;;1;7
"2016";"Ameland";3611;1792;1819;2985;34,2;52,4;6,3;7,1;2709;2851;;1;7
"2017";"Ameland";3633;1799;1834;3018;33,5;52,9;6,5;7,1;2692;2840;;1;7
"2008";"Amerongen";;;;;;;;;;;;;
"2009";"Amerongen";;;;;;;;;;;;;
"2010";"Amerongen";;;;;;;;;;;;;
"2011";"Amerongen";;;;;;;;;;;;;
"2012";"Amerongen";;;;;;;;;;;;;
"2013";"Amerongen";;;;;;;;;;;;;
"2014";"Amerongen";;;;;;;;;;;;;
"2015";"Amerongen";;;;;;;;;;;;;
"2016";"Amerongen";;;;;;;;;;;;;
"2017";"Amerongen";;;;;;;;;;;;;
"2008";"Amersfoort";141211;69162;72049;111719;36;50,1;8,4;5,5;4410;1238;;28;134
"2009";"Amersfoort";143212;70304;72908;113422;36,3;49,8;8,5;5,4;4371;994;;28;134
"2010";"Amersfoort";144862;71085;73777;114807;36;49,6;9;5,3;4406;919;;28;134
"2011";"Amersfoort";146592;71979;74613;116235;36,2;49,5;9;5,2;4193;880;;31;145
"2012";"Amersfoort";148250;72849;75401;117627;36,5;49,2;9,1;5,2;4033;845;;31;145
"2013";"Amersfoort";149662;73526;76136;118917;36,7;48,9;9,3;5,1;3691;699;;31;145
"2014";"Amersfoort";150897;74175;76722;120248;37,1;48,4;9,4;5;4165;901;;31;145
"2015";"Amersfoort";152481;74967;77514;121984;37,7;47,8;9,5;5;4222;797;;31;145
"2016";"Amersfoort";153602;75569;78033;123428;38,2;47,2;9,6;4,9;4217;638;;31;145
"2017";"Amersfoort";154337;75943;78394;124710;38,6;46,8;9,7;4,9;4199;694;;31;145
"2008";"Ammerzoden";;;;;;;;;;;;;
"2009";"Ammerzoden";;;;;;;;;;;;;
"2010";"Ammerzoden";;;;;;;;;;;;;
"2011";"Ammerzoden";;;;;;;;;;;;;
"2012";"Ammerzoden";;;;;;;;;;;;;
"2013";"Ammerzoden";;;;;;;;;;;;;
"2014";"Ammerzoden";;;;;;;;;;;;;
"2015";"Ammerzoden";;;;;;;;;;;;;
"2016";"Ammerzoden";;;;;;;;;;;;;
"2017";"Ammerzoden";;;;;;;;;;;;;
"2008";"Amstelveen";78980;37615;41365;65772;36,2;47,8;8,4;7,7;2149;1240;;1;20
"2009";"Amstelveen";79768;38055;41713;66439;36,4;47,7;8,5;7,5;2137;1086;;1;20
"2010";"Amstelveen";80695;38434;42261;67297;36,6;47,3;8,8;7,3;2096;1192;;1;20
"2011";"Amstelveen";81796;38921;42875;68202;37,1;47;8,9;7,1;2042;1127;;1;20
"2012";"Amstelveen";83363;39711;43652;69436;37,4;46,8;8,7;7;2056;859;;1;20
"2013";"Amstelveen";84379;40227;44152;70197;37,9;46,5;8,7;6,9;1793;649;;1;20
"2014";"Amstelveen";85015;40458;44557;70656;38,2;46,2;8,8;6,8;1731;634;;1;20
"2015";"Amstelveen";87162;41577;45585;72305;38,6;46,1;8,8;6,6;1809;569;;1;20
"2016";"Amstelveen";88602;42337;46265;73315;38,7;46,1;8,8;6,4;1759;543;;1;20
"2017";"Amstelveen";89294;42739;46555;73700;38,8;46,1;8,8;6,3;1706;417;;14;47
"2008";"Amsterdam";747093;367509;379584;629569;52,7;31,3;11,3;4,7;3064;3777;;15;97
"2009";"Amsterdam";755605;371858;383747;637127;53,5;30,8;11,2;4,5;2892;3674;;15;97
"2010";"Amsterdam";767457;378193;389264;647044;53,6;30,7;11,3;4,3;2868;3718;;15;97
"2011";"Amsterdam";779808;383802;396006;656920;54,2;30,5;11,1;4,2;2720;3327;;8;97
"2012";"Amsterdam";790110;389005;401105;665863;54,7;30,3;11;4;2852;2684;;8;97
"2013";"Amsterdam";799278;393261;406017;673576;55,2;30;10,9;3,9;2678;2321;;8;97
"2014";"Amsterdam";810937;399424;411513;684030;55,8;29,7;10,8;3,7;2616;2586;;8;97
"2015";"Amsterdam";821752;404881;416871;694285;56,4;29,4;10,6;3,6;2678;2442;;8;97
"2016";"Amsterdam";833624;411608;422016;706400;57,2;28,9;10,5;3,5;2772;1624;;99;479
"2017";"Amsterdam";844947;418127;426820;718183;57,6;28,7;10,3;3,4;2673;1601;;99;479
"2008";"Andijk";6581;3413;3168;5359;30,1;58,5;6;5,5;253;2575;;1;4
"2009";"Andijk";6495;3358;3137;5306;30,2;58,3;6,1;5,4;263;2432;;1;4
"2010";"Andijk";6504;3370;3134;5298;29;58,2;7,3;5,6;232;2442;;1;4
"2011";"Andijk";;;;;;;;;;;;;
"2012";"Andijk";;;;;;;;;;;;;
"2013";"Andijk";;;;;;;;;;;;;
"2014";"Andijk";;;;;;;;;;;;;
"2015";"Andijk";;;;;;;;;;;;;
"2016";"Andijk";;;;;;;;;;;;;
"2017";"Andijk";;;;;;;;;;;;;
"2008";"Angerlo";;;;;;;;;;;;;
"2009";"Angerlo";;;;;;;;;;;;;
"2010";"Angerlo";;;;;;;;;;;;;
"2011";"Angerlo";;;;;;;;;;;;;
"2012";"Angerlo";;;;;;;;;;;;;
"2013";"Angerlo";;;;;;;;;;;;;
"2014";"Angerlo";;;;;;;;;;;;;
"2015";"Angerlo";;;;;;;;;;;;;
"2016";"Angerlo";;;;;;;;;;;;;
"2017";"Angerlo";;;;;;;;;;;;;
"2008";"Anloo";;;;;;;;;;;;;
"2009";"Anloo";;;;;;;;;;;;;
"2010";"Anloo";;;;;;;;;;;;;
"2011";"Anloo";;;;;;;;;;;;;
"2012";"Anloo";;;;;;;;;;;;;
"2013";"Anloo";;;;;;;;;;;;;
"2014";"Anloo";;;;;;;;;;;;;
"2015";"Anloo";;;;;;;;;;;;;
"2016";"Anloo";;;;;;;;;;;;;
"2017";"Anloo";;;;;;;;;;;;;
"2008";"Anna Paulowna";14123;7145;6978;11330;29,2;59,5;6,1;5,2;2018;2951;;2;8
"2009";"Anna Paulowna";14155;7180;6975;11382;29,7;59;6,1;5,2;1950;2123;;2;8
"2010";"Anna Paulowna";14234;7222;7012;11479;29,3;58,9;6,7;5,1;1882;1592;;2;8
"2011";"Anna Paulowna";14260;7216;7044;11547;29,3;58,7;6,9;5,1;1902;1557;;2;8
"2012";"Anna Paulowna";;;;;;;;;;;;;
"2013";"Anna Paulowna";;;;;;;;;;;;;
"2014";"Anna Paulowna";;;;;;;;;;;;;
"2015";"Anna Paulowna";;;;;;;;;;;;;
"2016";"Anna Paulowna";;;;;;;;;;;;;
"2017";"Anna Paulowna";;;;;;;;;;;;;
"2008";"Apeldoorn";155108;76185;78923;127565;31,6;53,3;7,9;7,2;37032;2439;;16;96
"2009";"Apeldoorn";155332;76473;78859;127989;31,9;52,9;8;7,1;39713;1994;;16;96
"2010";"Apeldoorn";155726;76754;78972;128659;31,8;52,5;8,5;7,1;41433;2101;;16;96
"2011";"Apeldoorn";156199;77088;79111;129255;32,2;52,2;8,7;7;40050;2110;;16;96
"2012";"Apeldoorn";156961;77525;79436;129977;32,5;51,8;8,8;6,9;35122;2311;;16;96
"2013";"Apeldoorn";157315;77616;79699;130571;32,8;51,4;9;6,9;41243;2319;;16;96
"2014";"Apeldoorn";157545;77796;79749;131018;33,1;50,9;9,2;6,8;41652;1931;;16;96
"2015";"Apeldoorn";158099;78163;79936;131849;33,4;50,5;9,3;6,7;41737;1534;;16;96
"2016";"Apeldoorn";159025;78809;80216;132923;33,9;50;9,5;6,6;37437;857;;16;95
"2017";"Apeldoorn";160047;79491;80556;134100;34,4;49,5;9,6;6,5;35301;805;;16;95
"2008";"Appingedam";12131;5868;6263;10195;29,5;53,9;7,6;9;2787;1632;;1;6
"2009";"Appingedam";12114;5854;6260;10165;29,5;53,6;7,9;9;3016;1249;;1;6
"2010";"Appingedam";12032;5791;6241;10094;29;53,2;8,7;9,1;2702;599;;1;6
"2011";"Appingedam";12090;5871;6219;10166;29,7;52,5;8,7;9,1;2872;1019;;1;6
